id,promoType,price,hasVideo,agentNames,brandName,addressStreet,addressSuburb,addressState,addressPostcode,addressLat,addressLng,num_bath,type,formatted,isRural,landSize,Retirement
15230553,premiumplus,$500 per week,False,Ismaeel Hussain,Samma Real Estate,322/23 Batman Street,WEST MELBOURNE,VIC,3003,-37.810738,144.95226,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
15760997,premiumplus,$540 per Week,True,Conny Yang,Waterdale Property Agent Pty Ltd,2601/65 Dudley Street,WEST MELBOURNE,VIC,3003,-37.810135,144.9504,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
15975970,standardpp,$650.00,False,Ismaeel Hussain,Samma Real Estate,1212/15-31 Batman Street,WEST MELBOURNE,VIC,3003,-37.810757,144.95224,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
16668342,premiumplus,$560 per week,False,Ismaeel Hussain,Samma Real Estate,307/33 Batman Street,WEST MELBOURNE,VIC,3003,-37.81086,144.95183,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
16803052,standardpp,$600,False,Caroline Hardeman,Ray White Williamstown,2/18 Ireland Street,WEST MELBOURNE,VIC,3003,-37.807606,144.94562,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17081791,standardpp,$500 pw,False,Stephanie Allen,Dingle Partners,18/44 Chetwynd Street,WEST MELBOURNE,VIC,3003,-37.807064,144.95253,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17121984,standardpp,"$1,200.00",False,"Jayde Cashion, Jellis Craig Inner North",Jellis Craig Fitzroy,258 Adderley Street,WEST MELBOURNE,VIC,3003,-37.807705,144.94406,2.0,Townhouse,Townhouse,False,0.0,False
17156216,standardpp,$990pw / $4302pcm,False,Prudence Walton-Pearce,Nelson Alexander Brunswick,179 Roden Street,WEST MELBOURNE,VIC,3003,-37.809,144.94658,2.0,House,House,False,0.0,False
17174637,premiumplus,"$1,100",False,Manuel Flores,Gotham Property,401/491 Victoria Street,WEST MELBOURNE,VIC,3003,-37.8047,144.94362,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17181706,premiumplus,$1150.00 pw,False,Nina Mehegan,Home AU Real Estate,1 Walsh Street,WEST MELBOURNE,VIC,3003,-37.80802,144.95451,3.0,Townhouse,Townhouse,False,0.0,False
17185927,elitepp,$630.00,False,Brandon Antrim,Jellis Craig - Brunswick,5/51 Stawell Street,WEST MELBOURNE,VIC,3003,-37.80476,144.94238,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17192159,premiumplus,$690.00,False,"Jayde Cashion, Jo McKeown, Jellis Craig Inner North",Jellis Craig Fitzroy,199 Adderley Street,WEST MELBOURNE,VIC,3003,-37.808903,144.94556,1.0,House,House,False,0.0,False
17198726,elite,$650 pw,False,Tristian Jack,W. B. Simpson & Son,459 Victoria Street,WEST MELBOURNE,VIC,3003,-37.804886,144.94469,1.0,Townhouse,Townhouse,False,0.0,False
17199701,elite,$680 per week,False,"Alex Chan, Leane Shea",Fletchers Projects Rental,2803/420 Spencer Street,WEST MELBOURNE,VIC,3003,-37.81032,144.9504,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17200741,elite,$950 per week,False,Mario Setiawan,Casa Real Estate,11/28 Ireland Street,WEST MELBOURNE,VIC,3003,-37.807446,144.94533,2.0,Townhouse,Townhouse,False,0.0,False
17200782,elite,$650.00,False,Mania Sidhu,MICM Real Estate,7/39-47 Peel Street,WEST MELBOURNE,VIC,3003,-37.80717,144.95543,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17201321,elite,$600.00,False,Abie Riady,MICM Real Estate,1408/408 Spencer Street,WEST MELBOURNE,VIC,3003,-37.810585,144.95053,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17201355,premiumplus,$670 per Week,False,Conny Yang,Waterdale Property Agent Pty Ltd,U303/65 Dudley Street,WEST MELBOURNE,VIC,3003,-37.810135,144.9504,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17201583,elitepp,$750 per week FURNISHED,False,"Zac Keltie, Gary Lewis",Belle Property South Melbourne,1903/65 Dudley Street,WEST MELBOURNE,VIC,3003,-37.810135,144.9504,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17203311,elite,$720 per week,False,"Leasing Team, Romina Alessi",Melcorp Real Estate,312/288 Adderley Street,WEST MELBOURNE,VIC,3003,-37.8072,144.94318,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
9522409,elite,$520.00 per week,False,Cooper Modica,LITTLE Real Estate Victoria,204/33-43 Batman Street,WEST MELBOURNE,VIC,3003,-37.81086,144.95183,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17064004,elite,$540.00,True,Abie Riady,MICM Real Estate,210/55 Jeffcott Street,WEST MELBOURNE,VIC,3003,-37.81205,144.95174,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17088188,elite,$600 per week,False,Property Now,Property Now,112 Adderley Street,WEST MELBOURNE,VIC,3003,-37.810665,144.94797,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17097886,elite,$520.00,False,Azhar Bhatti,Barry Plant Essendon,311/23 Batman St,WEST MELBOURNE,VIC,3003,-37.810738,144.95226,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17104104,elite,$690.00,True,Mania Sidhu,MICM Real Estate,1907/408 Spencer Street,WEST MELBOURNE,VIC,3003,-37.8106,144.95053,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17104126,elite,$760 weekly,False,Michael Zhang,Areal Property - Box Hill,503/10 Wominjeka Walk,WEST MELBOURNE,VIC,3003,-37.81019,144.94905,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17120819,elite,$650 per week Unfurnished,False,Frank Du,CAN Estate Agents Pty Ltd,912/65 Dudley Street,WEST MELBOURNE,VIC,3003,-37.810135,144.9504,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17127712,elite,$630 per week (Fully Furnished),False,Kenneth Wu,Professionals First & Co,1212/65 Dudley Street,WEST MELBOURNE,VIC,3003,-37.810135,144.9504,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17132972,elite,$450 per week,False,"Kim Davey, Chelsea Menjivar",Melbourne Boutique Property,301/5 Stawell Street,WEST MELBOURNE,VIC,3003,-37.80608,144.9422,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17145523,elite,$790.00,True,Mania Sidhu,MICM Real Estate,1002/408 Spencer Street,WEST MELBOURNE,VIC,3003,-37.810585,144.95053,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17148149,elite,$720.00,True,Mania Sidhu,MICM Real Estate,1104/408 Spencer Street,WEST MELBOURNE,VIC,3003,-37.810585,144.95053,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17149674,elite,$440.00,True,Mania Sidhu,MICM Real Estate,307/53 Batman Street,WEST MELBOURNE,VIC,3003,-37.81091,144.95145,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17151769,elite,$580.00,False,Mania Sidhu,MICM Real Estate,1101/408 Spencer Street,WEST MELBOURNE,VIC,3003,-37.810585,144.95053,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17156127,elite,$680.00,True,Abie Riady,MICM Real Estate,92/33 Jeffcott Street,WEST MELBOURNE,VIC,3003,-37.811794,144.9526,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17156485,elite,$680 per week,False,"Alex Chan, Leane Shea",Fletchers Projects Rental,2103/65 Dudley Street,WEST MELBOURNE,VIC,3003,-37.810135,144.9504,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17156535,elite,$660 per week,False,"Alex Chan, Leane Shea",Fletchers Projects Rental,114/121 Rosslyn Street,WEST MELBOURNE,VIC,3003,-37.809017,144.95024,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17164804,elite,$900.00,False,Mania Sidhu,MICM Real Estate,1903/408 Spencer Street,WEST MELBOURNE,VIC,3003,-37.8106,144.95053,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17166339,elite,$500pw / $2173pcm,False,David Barnes,Nelson Alexander Northcote,311/162 Rosslyn Street,WEST MELBOURNE,VIC,3003,-37.809242,144.9489,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17167152,elite,$670.00,False,Mania Sidhu,MICM Real Estate,1707/408 Spencer Street,WEST MELBOURNE,VIC,3003,-37.810585,144.95053,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17170949,elite,$620 pw,False,"Mark Arnejo, Leah Zhao",Melplex Real Estate,1205/41 Batman Street,WEST MELBOURNE,VIC,3003,-37.810875,144.95183,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
14285004,premiumplus,$460 per week ($1999 pcm),False,"Kavinda Kudage Don, Adam Abriani",Linage ,1105/568 St Kilda Road,MELBOURNE,VIC,3004,-37.847107,144.97884,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
15977519,premiumplus,$675 per week,False,Ismaeel Hussain,Samma Real Estate,206/601 Little Collins Street,MELBOURNE,VIC,3004,-37.817917,144.95485,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
16581346,premiumplus,"$1,250",False,Natalie Subotsch,Gotham Property,509/576 St Kilda Road,MELBOURNE,VIC,3004,-37.8484,144.97954,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
16592622,premiumplus,$630.00 per week,False,Angus Brayshaw,Richardson & Wrench Projects Victoria,G06B/72 Ascot Vale Road,FLEMINGTON,VIC,3031,-37.78403,144.92305,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
16609817,premiumplus,$630.00 per week,False,Angus Brayshaw,Richardson & Wrench Projects Victoria,G01A/72 Ascot Vale Road,FLEMINGTON,VIC,3031,-37.78403,144.92305,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
16811696,premiumplus,$720,False,"Alexander Gorejena, Fiona Tennant",aussieproperty.com,5601/450 Elizabeth Street,MELBOURNE,VIC,3004,-37.80828,144.9607,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
16926943,premiumplus,$630 Bills and Wifi Included,True,Community Host  UKO Melbourne Central,UKO,707 10 Bennetts Lane,MELBOURNE,VIC,3000,-37.809048,144.96791,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17028121,premiumplus,$580 Per Week Includes Bills and WIFI,True,Community Host  UKO Melbourne Central,UKO,703/19 Exploration Lane,MELBOURNE,VIC,3000,-37.808933,144.9681,1.0,Studio,Studio,False,0.0,False
17037893,premiumplus,$750,True,Community Host  UKO Melbourne Central,UKO,1208/10 Bennetts Lane,MELBOURNE,VIC,3000,-37.809036,144.96793,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
