id,promoType,price,hasVideo,agentNames,brandName,addressStreet,addressSuburb,addressState,addressPostcode,addressLat,addressLng,num_bath,type,formatted,isRural,landSize,Retirement,min_distance_to_university,min_distance_to_shopping_mall,min_distance_to_secondary_school,min_distance_to_primary_school,min_distance_to_park,min_walking_distance_to_station,nearest_station
15230553,premiumplus,500,False,Ismaeel Hussain,Samma Real Estate,322/23 Batman Street,WEST MELBOURNE,VIC,3003,-37.810738,144.95226,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.86,2.61,0.43,0.71,0.46,0.485,Flagstaff Railway Station (Melbourne City)
15760997,premiumplus,540,True,Conny Yang,Waterdale Property Agent Pty Ltd,2601/65 Dudley Street,WEST MELBOURNE,VIC,3003,-37.810135,144.9504,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.89,2.59,0.51,0.71,0.22,0.746,Flagstaff Railway Station (Melbourne City)
15975970,standardpp,650,False,Ismaeel Hussain,Samma Real Estate,1212/15-31 Batman Street,WEST MELBOURNE,VIC,3003,-37.810757,144.95224,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.86,2.6,0.42,0.71,0.46,0.487,Flagstaff Railway Station (Melbourne City)
16668342,premiumplus,560,False,Ismaeel Hussain,Samma Real Estate,307/33 Batman Street,WEST MELBOURNE,VIC,3003,-37.81086,144.95183,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.89,2.57,0.46,0.75,0.42,0.525,Flagstaff Railway Station (Melbourne City)
16803052,standardpp,600,False,Caroline Hardeman,Ray White Williamstown,2/18 Ireland Street,WEST MELBOURNE,VIC,3003,-37.807606,144.94562,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.18,2.94,0.92,0.88,0.58,0.319,North Melbourne Railway Station (West Melbourne)
17081791,standardpp,500,False,Stephanie Allen,Dingle Partners,18/44 Chetwynd Street,WEST MELBOURNE,VIC,3003,-37.807064,144.95253,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.6,3.09,0.43,0.48,0.28,0.817,Flagstaff Railway Station (Melbourne City)
17156216,standardpp,990,False,Prudence Walton-Pearce,Nelson Alexander Brunswick,179 Roden Street,WEST MELBOURNE,VIC,3003,-37.809,144.94658,2.0,House,House,False,0.0,False,2.37,2.75,0.98,0.98,0.45,0.397,North Melbourne Railway Station (West Melbourne)
17181706,premiumplus,1150,False,Nina Mehegan,Home AU Real Estate,1 Walsh Street,WEST MELBOURNE,VIC,3003,-37.80802,144.95451,3.0,Townhouse,Townhouse,False,0.0,False,1.52,3.11,0.35,0.66,0.47,0.574,Flagstaff Railway Station (Melbourne City)
17185927,elitepp,630,False,Brandon Antrim,Jellis Craig - Brunswick,5/51 Stawell Street,WEST MELBOURNE,VIC,3003,-37.80476,144.94238,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.17,3.63,0.91,1.06,0.81,0.331,North Melbourne Railway Station (West Melbourne)
17192159,premiumplus,690,False,"Jayde Cashion, Jo McKeown, Jellis Craig Inner North",Jellis Craig Fitzroy,199 Adderley Street,WEST MELBOURNE,VIC,3003,-37.808903,144.94556,1.0,House,House,False,0.0,False,2.3,2.82,1.04,1.07,0.52,0.338,North Melbourne Railway Station (West Melbourne)
17198726,elite,650,False,Tristian Jack,W. B. Simpson & Son,459 Victoria Street,WEST MELBOURNE,VIC,3003,-37.804886,144.94469,1.0,Townhouse,Townhouse,False,0.0,False,1.97,3.47,0.71,0.86,0.61,0.452,North Melbourne Railway Station (West Melbourne)
17199701,elite,680,False,"Alex Chan, Leane Shea",Fletchers Projects Rental,2803/420 Spencer Street,WEST MELBOURNE,VIC,3003,-37.81032,144.9504,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.02,2.53,0.46,0.73,0.24,0.722,Flagstaff Railway Station (Melbourne City)
17200741,elite,950,False,Mario Setiawan,Casa Real Estate,11/28 Ireland Street,WEST MELBOURNE,VIC,3003,-37.807446,144.94533,2.0,Townhouse,Townhouse,False,0.0,False,2.24,3.0,0.98,0.94,0.64,0.299,North Melbourne Railway Station (West Melbourne)
17200782,elite,650,False,Mania Sidhu,MICM Real Estate,7/39-47 Peel Street,WEST MELBOURNE,VIC,3003,-37.80717,144.95543,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.21,3.34,0.43,0.74,0.52,0.639,Flagstaff Railway Station (Melbourne City)
17201321,elite,600,False,Abie Riady,MICM Real Estate,1408/408 Spencer Street,WEST MELBOURNE,VIC,3003,-37.810585,144.95053,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.01,2.53,0.45,0.86,0.38,0.72,Flagstaff Railway Station (Melbourne City)
17201355,premiumplus,670,False,Conny Yang,Waterdale Property Agent Pty Ltd,U303/65 Dudley Street,WEST MELBOURNE,VIC,3003,-37.810135,144.9504,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.89,2.59,0.51,0.71,0.22,0.746,Flagstaff Railway Station (Melbourne City)
17201583,elitepp,750,False,"Zac Keltie, Gary Lewis",Belle Property South Melbourne,1903/65 Dudley Street,WEST MELBOURNE,VIC,3003,-37.810135,144.9504,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.89,2.59,0.51,0.71,0.22,0.746,Flagstaff Railway Station (Melbourne City)
17203311,elite,720,False,"Leasing Team, Romina Alessi",Melcorp Real Estate,312/288 Adderley Street,WEST MELBOURNE,VIC,3003,-37.8072,144.94318,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.46,3.07,1.2,1.16,0.77,0.023,North Melbourne Railway Station (West Melbourne)
9522409,elite,520,False,Cooper Modica,LITTLE Real Estate Victoria,204/33-43 Batman Street,WEST MELBOURNE,VIC,3003,-37.81086,144.95183,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.89,2.57,0.46,0.75,0.42,0.525,Flagstaff Railway Station (Melbourne City)
17064004,elite,540,True,Abie Riady,MICM Real Estate,210/55 Jeffcott Street,WEST MELBOURNE,VIC,3003,-37.81205,144.95174,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.05,2.39,0.32,0.9,0.49,0.447,Flagstaff Railway Station (Melbourne City)
17088188,elite,600,False,Property Now,Property Now,112 Adderley Street,WEST MELBOURNE,VIC,3003,-37.810665,144.94797,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.01,2.76,0.69,0.84,0.35,0.64,North Melbourne Railway Station (West Melbourne)
17097886,elite,520,False,Azhar Bhatti,Barry Plant Essendon,311/23 Batman St,WEST MELBOURNE,VIC,3003,-37.810738,144.95226,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.86,2.61,0.43,0.71,0.46,0.485,Flagstaff Railway Station (Melbourne City)
17104104,elite,690,True,Mania Sidhu,MICM Real Estate,1907/408 Spencer Street,WEST MELBOURNE,VIC,3003,-37.8106,144.95053,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.01,2.53,0.45,0.86,0.38,0.719,Flagstaff Railway Station (Melbourne City)
17104126,elite,760,False,Michael Zhang,Areal Property - Box Hill,503/10 Wominjeka Walk,WEST MELBOURNE,VIC,3003,-37.81019,144.94905,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.91,2.66,0.58,0.73,0.24,0.726,North Melbourne Railway Station (West Melbourne)
17120819,elite,650,False,Frank Du,CAN Estate Agents Pty Ltd,912/65 Dudley Street,WEST MELBOURNE,VIC,3003,-37.810135,144.9504,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.89,2.59,0.51,0.71,0.22,0.746,Flagstaff Railway Station (Melbourne City)
17127712,elite,630,False,Kenneth Wu,Professionals First & Co,1212/65 Dudley Street,WEST MELBOURNE,VIC,3003,-37.810135,144.9504,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.89,2.59,0.51,0.71,0.22,0.746,Flagstaff Railway Station (Melbourne City)
17132972,elite,450,False,"Kim Davey, Chelsea Menjivar",Melbourne Boutique Property,301/5 Stawell Street,WEST MELBOURNE,VIC,3003,-37.80608,144.9422,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.49,3.46,1.23,1.4,1.1,0.168,North Melbourne Railway Station (West Melbourne)
17145523,elite,790,True,Mania Sidhu,MICM Real Estate,1002/408 Spencer Street,WEST MELBOURNE,VIC,3003,-37.810585,144.95053,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.01,2.53,0.45,0.86,0.38,0.72,Flagstaff Railway Station (Melbourne City)
17148149,elite,720,True,Mania Sidhu,MICM Real Estate,1104/408 Spencer Street,WEST MELBOURNE,VIC,3003,-37.810585,144.95053,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.01,2.53,0.45,0.86,0.38,0.72,Flagstaff Railway Station (Melbourne City)
17149674,elite,440,True,Mania Sidhu,MICM Real Estate,307/53 Batman Street,WEST MELBOURNE,VIC,3003,-37.81091,144.95145,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.92,2.53,0.46,0.77,0.39,0.558,Flagstaff Railway Station (Melbourne City)
17151769,elite,580,False,Mania Sidhu,MICM Real Estate,1101/408 Spencer Street,WEST MELBOURNE,VIC,3003,-37.810585,144.95053,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.01,2.53,0.45,0.86,0.38,0.72,Flagstaff Railway Station (Melbourne City)
17156127,elite,680,True,Abie Riady,MICM Real Estate,92/33 Jeffcott Street,WEST MELBOURNE,VIC,3003,-37.811794,144.9526,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.04,2.47,0.35,0.89,0.57,0.373,Flagstaff Railway Station (Melbourne City)
17156485,elite,680,False,"Alex Chan, Leane Shea",Fletchers Projects Rental,2103/65 Dudley Street,WEST MELBOURNE,VIC,3003,-37.810135,144.9504,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.89,2.59,0.51,0.71,0.22,0.746,Flagstaff Railway Station (Melbourne City)
17156535,elite,660,False,"Alex Chan, Leane Shea",Fletchers Projects Rental,114/121 Rosslyn Street,WEST MELBOURNE,VIC,3003,-37.809017,144.95024,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.82,2.75,0.64,0.49,0.17,0.823,North Melbourne Railway Station (West Melbourne)
17164804,elite,900,False,Mania Sidhu,MICM Real Estate,1903/408 Spencer Street,WEST MELBOURNE,VIC,3003,-37.8106,144.95053,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.01,2.53,0.45,0.86,0.38,0.719,Flagstaff Railway Station (Melbourne City)
17166339,elite,500,False,David Barnes,Nelson Alexander Northcote,311/162 Rosslyn Street,WEST MELBOURNE,VIC,3003,-37.809242,144.9489,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.91,2.72,0.65,0.58,0.08,0.701,North Melbourne Railway Station (West Melbourne)
17167152,elite,670,False,Mania Sidhu,MICM Real Estate,1707/408 Spencer Street,WEST MELBOURNE,VIC,3003,-37.810585,144.95053,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.01,2.53,0.45,0.86,0.38,0.72,Flagstaff Railway Station (Melbourne City)
17170949,elite,620,False,"Mark Arnejo, Leah Zhao",Melplex Real Estate,1205/41 Batman Street,WEST MELBOURNE,VIC,3003,-37.810875,144.95183,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.89,2.57,0.46,0.75,0.42,0.525,Flagstaff Railway Station (Melbourne City)
14285004,premiumplus,460,False,"Kavinda Kudage Don, Adam Abriani",Linage ,1105/568 St Kilda Road,MELBOURNE,VIC,3004,-37.847107,144.97884,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,6.25,5.41,0.67,1.33,0.79,1.064,Prahran Railway Station (Prahran)
15977519,premiumplus,675,False,Ismaeel Hussain,Samma Real Estate,206/601 Little Collins Street,MELBOURNE,VIC,3004,-37.817917,144.95485,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.65,1.72,0.14,1.54,0.25,0.401,Southern Cross Railway Station (Melbourne City)
16592622,premiumplus,630,False,Angus Brayshaw,Richardson & Wrench Projects Victoria,G06B/72 Ascot Vale Road,FLEMINGTON,VIC,3031,-37.78403,144.92305,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,3.07,4.92,0.78,1.5,0.78,0.779,Newmarket Railway Station (Flemington)
16609817,premiumplus,630,False,Angus Brayshaw,Richardson & Wrench Projects Victoria,G01A/72 Ascot Vale Road,FLEMINGTON,VIC,3031,-37.78403,144.92305,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,3.07,4.92,0.78,1.5,0.78,0.779,Newmarket Railway Station (Flemington)
16811696,premiumplus,720,False,"Alexander Gorejena, Fiona Tennant",aussieproperty.com,5601/450 Elizabeth Street,MELBOURNE,VIC,3004,-37.80828,144.9607,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.26,3.39,0.66,1.14,0.27,0.566,Melbourne Central Railway Station (Melbourne City)
17028121,premiumplus,580,True,Community Host  UKO Melbourne Central,UKO,703/19 Exploration Lane,MELBOURNE,VIC,3000,-37.808933,144.9681,1.0,Studio,Studio,False,0.0,False,1.74,3.79,0.46,0.92,0.32,0.571,Melbourne Central Railway Station (Melbourne City)
17079308,premiumplus,840,False,LIV Aston,LIV Aston Mirvac,1911/7 Siddeley Street,DOCKLANDS,VIC,3008,-37.821514,144.95454,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,3.34,1.14,0.79,1.73,0.38,0.707,Southern Cross Railway Station (Melbourne City)
17163016,premiumplus,620,False,"Kim Te, Mary Mezei",Motion Property,1606/6 Joseph Road,FOOTSCRAY,VIC,3011,-37.800327,144.90956,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.78,4.55,1.52,0.61,0.39,0.895,Footscray Railway Station (Footscray)
17163417,premiumplus,950,False,"Leasing Team, Miranda Farago",Besser & Co. Estate Agents,22 Leven Avenue,DOCKLANDS,VIC,3008,-37.815525,144.93718,3.0,Townhouse,Townhouse,False,0.0,False,3.26,4.19,1.93,0.6,0.1,1.683,North Melbourne Railway Station (West Melbourne)
17173381,premiumplus,550,False,Aaron Boal,Gotham Property,509/77 Hobsons Road,KENSINGTON,VIC,3031,-37.795876,144.91705,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.64,5.64,1.56,1.38,0.07,0.894,South Kensington Railway Station (Kensington)
17177667,premiumplus,550,False,Barbara Baltas,Dingle Partners,706/325 Collins Street,MELBOURNE,VIC,3000,-37.816597,144.96346,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.56,2.35,0.71,2.18,0.72,0.655,Flinders Street Railway Station (Melbourne City)
17177988,premiumplus,450,False,Mona Wang,Dingle Partners,204/86 Altona Street,KENSINGTON,VIC,3031,-37.796715,144.9255,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,3.22,5.96,1.38,0.61,0.11,0.362,South Kensington Railway Station (Kensington)
16554829,standardpp,490,True,"Kim Te, Mary Mezei",Motion Property,401/4 Joseph Road,FOOTSCRAY,VIC,3011,-37.800327,144.90956,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.78,4.55,1.52,0.61,0.39,0.895,Footscray Railway Station (Footscray)
17117748,standardpp,425,False,Trish Ha,Dingle Partners,208/408 Lonsdale Street,MELBOURNE,VIC,3000,-37.8126,144.9604,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.87,2.79,0.06,1.68,0.54,0.59,Flagstaff Railway Station (Melbourne City)
17130504,standardpp,850,False,Jade Sterland,Jellis Craig Port Phillip Pty Ltd,903/582 St Kilda Road,MELBOURNE,VIC,3004,-37.849308,144.97942,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,6.59,5.55,0.61,1.28,0.84,1.228,Prahran Railway Station (Prahran)
17138715,standardpp,590,False,Carson Mair,Dingle Partners,203/9 Commercial Road,MELBOURNE,VIC,3004,-37.845287,144.97978,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,6.1,5.27,0.72,1.03,0.65,1.209,Prahran Railway Station (Prahran)
13477440,elite,420,False,Tennille D'Avola,Jas Stephens Real Estate,103/26 Beaurepaire Parade,FOOTSCRAY,VIC,3011,-37.799736,144.88368,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.69,3.45,0.98,0.63,0.47,0.327,West Footscray Railway Station (West Footscray)
15945111,elite,560,False,Natasha Roman,Jas Stephens Real Estate,6/245 Williamstown Road,YARRAVILLE,VIC,3013,-37.816265,144.88327,1.0,Townhouse,Townhouse,False,0.0,False,2.79,4.46,2.04,0.34,0.47,0.696,Yarraville Railway Station (Yarraville)
16152908,elite,790,False,Stephanie Njomkam,Jas Stephens Real Estate,6 Powell Street,YARRAVILLE,VIC,3013,-37.813576,144.88539,2.0,House,House,False,0.0,False,2.1,4.74,2.07,0.13,0.49,0.742,Yarraville Railway Station (Yarraville)
17196551,elite,860,False,Cassidy Simmonds,hockingstuart Yarraville,39 Frederick Street,YARRAVILLE,VIC,3013,-37.81967,144.89517,2.0,House,House,False,0.0,False,2.01,5.08,1.87,0.37,0.39,0.804,Yarraville Railway Station (Yarraville)
17196753,elite,600,False,Raelene Hallmark,McGrath Yarraville,4 Brooks Place,YARRAVILLE,VIC,3013,-37.81273,144.88766,1.0,House,House,False,0.0,False,1.87,4.99,1.85,0.39,0.63,0.723,Yarraville Railway Station (Yarraville)
17196981,elite,440,False,April Langley,Buxton Inner West,6/107 Somerville Road,YARRAVILLE,VIC,3013,-37.81333,144.88654,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.97,4.85,1.94,0.25,0.5,0.735,Yarraville Railway Station (Yarraville)
17197193,elite,750,True,"Tali Leckie, Bronte Carfino",MRE,1802/135 A'Beckett Street,MELBOURNE,VIC,3000,-37.809788,144.95964,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.47,3.13,0.57,1.34,0.31,0.542,Flagstaff Railway Station (Melbourne City)
17197263,elite,460,False,Miki Kawabuchi,MICM Real Estate,1804/618 Lonsdale Street,MELBOURNE,VIC,3000,-37.814415,144.9539,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.27,2.14,0.37,1.17,0.68,0.444,Flagstaff Railway Station (Melbourne City)
17197881,elite,900,False,Anastasia Jajo,hockingstuart Yarraville,12A Dean Street,YARRAVILLE,VIC,3013,-37.81961,144.88318,2.0,Townhouse,Townhouse,False,0.0,False,3.1,4.0,1.61,0.87,0.79,1.125,Yarraville Railway Station (Yarraville)
17177312,elite,565,False,Carmelo Caputa,Melbourne Residential Property Management,2/16 Gordon Street,FOOTSCRAY,VIC,3011,-37.79378,144.88905,1.0,Townhouse,Townhouse,False,0.0,False,1.32,2.38,0.88,0.67,0.6,1.212,West Footscray Railway Station (West Footscray)
17177339,elite,460,False,Heather Steadman,OBrien Real Estate ,331/673 La Trobe Street,DOCKLANDS,VIC,3008,-37.814922,144.94794,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.74,2.18,1.41,0.99,1.07,0.978,Southern Cross Railway Station (Melbourne City)
17177367,elite,925,False,Property Now,Property Now,883 COLLINS STREET,DOCKLANDS,VIC,3008,-37.82109,144.94264,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,3.91,1.99,1.85,1.77,0.23,1.112,Southern Cross Railway Station (Melbourne City)
17177564,elite,500,False,"Lakely Shu, Jeff Yu",ELITE REAL ESTATE (ON ELIZABETH STREET),305/8 Mccrae Street,DOCKLANDS,VIC,3008,-37.82167,144.95099,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,3.93,0.9,1.05,1.31,0.65,0.736,Southern Cross Railway Station (Melbourne City)
17177816,elite,740,False,"Alice Mosut, Sorelle Webster",Barry Plant Yarraville,5 Carder Place,YARRAVILLE,VIC,3013,-37.822674,144.88857,2.0,Townhouse,Townhouse,False,0.0,False,3.02,4.65,2.26,0.64,0.93,0.938,Yarraville Railway Station (Yarraville)
17178113,elite,730,False,Jerry Bao,Ray White (Box Hill),151/8 Waterside Pl,DOCKLANDS,VIC,3008,-37.819916,144.9422,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,3.75,1.82,1.69,1.61,0.24,0.968,Southern Cross Railway Station (Melbourne City)
17178469,elite,400,False,Para Taneski,Sweeney Estate Agents Williamstown,4/21 Latrobe Street,FOOTSCRAY,VIC,3011,-37.79774,144.88976,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.15,2.92,0.44,0.42,0.33,0.935,Middle Footscray Railway Station (Footscray)
17179118,elite,700,False,"Romina Alessi, Leasing Team",Melcorp Real Estate,4813/33 Rose Lane,MELBOURNE,VIC,3000,-37.815,144.95387,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.3,2.09,0.37,1.19,0.63,0.502,Flagstaff Railway Station (Melbourne City)
17179295,elite,710,False,Laura Braun,Evoke Property,12a/60 Queens Road,MELBOURNE,VIC,3000,-37.81707,144.96188,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,2.5,2.29,0.65,2.12,0.54,0.789,Flinders Street Railway Station (Melbourne City)
17179297,elite,675,True,"Tali Leckie, Thembie  Sikwila",MRE,2704/483 Swanston Street,MELBOURNE,VIC,3000,-37.807137,144.96233,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.1,3.92,0.37,1.16,0.51,0.386,Melbourne Central Railway Station (Melbourne City)
10892306,elite,540,False,Danny Campos,LITTLE Real Estate Victoria,600/18 Waterview Walk,DOCKLANDS,VIC,3008,-37.819168,144.94757,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,3.71,1.3,1.16,1.64,0.69,0.501,Southern Cross Railway Station (Melbourne City)
17070058,elite,540,False,Mia Bakri,Landmark Real Estate,704/450 ST KILDA ROAD,MELBOURNE,VIC,3004,-37.838615,144.97589,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,5.26,4.39,0.59,1.35,0.72,1.794,South Yarra Railway Station (South Yarra)
17179315,elite,740,False,Elvis Ng,Apex Investment Alliance,1306E/888 Collins Street,DOCKLANDS,VIC,3008,-37.820473,144.94252,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,3.76,1.83,1.7,1.62,0.23,0.888,Southern Cross Railway Station (Melbourne City)
17179427,elite,825,False,"Thembie  Sikwila, Annabelle Munt",MRE,1401/157 A'Beckett Street,MELBOURNE,VIC,3000,-37.81,144.95882,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.54,3.05,0.5,1.27,0.24,0.466,Flagstaff Railway Station (Melbourne City)
17179547,elite,590,False,"Mason Wong, Hayley Tran",Inner Real Estate NEXTRE,1511/568 St Kilda Road,MELBOURNE,VIC,3004,-37.847107,144.97884,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,6.25,5.41,0.67,1.33,0.79,1.064,Prahran Railway Station (Prahran)
17179948,elite,750,False,Illy Bakesy,Jas Stephens Real Estate,9/37 Stephen Street,YARRAVILLE,VIC,3013,-37.81239,144.89597,2.0,Townhouse,Townhouse,False,0.0,False,1.27,5.7,1.13,0.9,0.44,0.504,Seddon Railway Station (Seddon)
17181702,elite,1050,False,"Hendy Nora, James Ji",Core Realty Pty Ltd,4201/119 A'beckett Street,MELBOURNE,VIC,3000,-37.809578,144.96008,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.42,3.17,0.62,1.3,0.43,0.524,Melbourne Central Railway Station (Melbourne City)
17181930,elite,460,False,Nelson Wu,CT Real Estate,1103/2 Hallenstein Street,FOOTSCRAY,VIC,3011,-37.80043,144.90816,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.46,4.23,1.2,0.29,0.2,0.748,Footscray Railway Station (Footscray)
17182121,elite,800,True,"Bronte Carfino, Tali Leckie",MRE,916/35 Albert Road,MELBOURNE,VIC,3004,-37.834694,144.9721,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,4.68,3.84,0.49,1.36,0.84,1.905,Flinders Street Railway Station (Melbourne City)
17182298,elite,630,False,Ann Borg,Village Real Estate ,455 Geelong Road,YARRAVILLE,VIC,3013,-37.812218,144.86708,1.0,House,House,False,0.0,False,3.27,2.86,2.0,0.74,0.46,1.897,Tottenham Railway Station (West Footscray)
16633591,premiumplus,510,False,"Kim Te, Mary Mezei",Motion Property,205/6 Joseph Road,FOOTSCRAY,VIC,3011,-37.800327,144.90956,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.78,4.55,1.52,0.61,0.39,0.895,Footscray Railway Station (Footscray)
17195040,premiumplus,675,False,Ismaeel Hussain,Samma Real Estate,3712/80 ABeckett Street,MELBOURNE,VIC,3000,-37.809,144.96107,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.39,3.28,0.55,1.26,0.39,0.421,Melbourne Central Railway Station (Melbourne City)
17196214,premiumplus,500,True,Kim Te,Motion Property,1508/2 Joseph Road,FOOTSCRAY,VIC,3011,-37.800327,144.90956,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,1.78,4.55,1.52,0.61,0.39,0.895,Footscray Railway Station (Footscray)
17197393,premiumplus,700,True,"Christian Neofotistos, Hassan Allouche",Ray White Brunswick,14 Clarence Street,FLEMINGTON,VIC,3031,-37.78696,144.92557,1.0,House,House,False,0.0,False,2.7,5.02,0.31,1.04,0.37,0.463,Newmarket Railway Station (Flemington)
17197768,premiumplus,850,False,"Lorena Lore, Christian Hidayat",GBE Property Investments,911/915 Collins Street,DOCKLANDS,VIC,3008,-37.820675,144.94011,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,91.0,False,3.89,1.96,1.83,1.74,0.01,1.098,Southern Cross Railway Station (Melbourne City)
17197776,premiumplus,640,False,"Lorena Lore, Christian Hidayat",GBE Property Investments,2010/628 Flinders Street,DOCKLANDS,VIC,3008,-37.820972,144.95325,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,3.38,1.25,0.83,1.77,0.43,0.778,Southern Cross Railway Station (Melbourne City)
16604617,elite,700,False,Christine Baldasso,Jas Stephens Real Estate,23 Lovett Walk,FOOTSCRAY,VIC,3011,-37.801044,144.8852,2.0,House,House,False,0.0,False,1.54,3.56,1.09,0.74,0.58,0.181,West Footscray Railway Station (West Footscray)
17037014,elite,550,False,"Tia Perry, Tijen Akdeniz",Frank Dowling,12 Kensington Road,KENSINGTON,VIC,3031,-37.794376,144.92679,1.0,House,House,False,0.0,False,3.12,5.58,1.0,0.27,0.46,0.594,Kensington Railway Station (Kensington)
17119860,elite,600,False,Elvis Ng,Apex Investment Alliance,307E/888 Collins Street,DOCKLANDS,VIC,3008,-37.82063,144.94257,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False,3.93,1.57,1.44,1.79,0.58,1.013,Southern Cross Railway Station (Melbourne City)
